model,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std
knn,0.5909090909090908,0.03319530651546462,0.4454076085655033,0.03517500943117621
random_forest,0.5636363636363636,0.035078293644818875,0.4253743695848959,0.05126546633936807
logreg,0.5757575757575757,0.019165319152535668,0.3969610759084443,0.03390299674150798
dummy_most_frequent,0.5606060606060606,0.0,0.3333333333333333,0.0
