dataset_id,dataset_name,n_rows_used,n_features_used,best_algorithm,mf_pymfe_attr_conc.mean,mf_pymfe_attr_ent.mean,mf_pymfe_attr_to_inst,mf_pymfe_cat_to_num,mf_pymfe_class_conc.mean,mf_pymfe_class_ent,mf_pymfe_eq_num_attr,mf_pymfe_freq_class.mean,mf_pymfe_inst_to_attr,mf_pymfe_joint_ent.mean,mf_pymfe_mut_inf.mean,mf_pymfe_nr_attr,mf_pymfe_nr_bin,mf_pymfe_nr_cat,mf_pymfe_nr_class,mf_pymfe_nr_inst,mf_pymfe_nr_num,mf_pymfe_ns_ratio,mf_pymfe_num_to_cat
475,analcatdatagermangss,400,5,logreg,0.011811346871953444,1.8755242178717189,0.0125,1.5,0.01572426903942464,2.0,32.50142900944877,0.25,80.0,3.813988462030997,0.06153575584072204,5.0,2.0,3.0,4.0,400.0,2.0,29.478608611329804,0.6666666666666666
476,analcatdatabankruptcy,50,6,logreg,0.25512982319972494,2.2609605797328656,0.12,0.2,0.1296518290534244,1.0,2.6191800851202305,0.5,8.333333333333334,2.87916170852081,0.3817988712120557,6.0,0.0,1.0,2.0,50.0,5.0,4.921862923678213,5.0
478,478,500,23,random_forest,0.11315428678585134,2.9430831079409723,0.046,0.045454545454545456,0.17767109724831603,3.6485620760127775,5.063500018302296,0.06666666666666668,21.73913043478261,5.871083899698818,0.7205612842549327,23.0,0.0,1.0,15.0,500.0,22.0,3.0844313623984787,22.0
479,analcatdatacyyoung,92,10,random_forest,0.22099726356975008,2.102241931416339,0.10869565217391304,0.42857142857142855,0.06079895943656588,0.7347813522127804,4.664638627218039,0.5,9.2,2.6795016810069243,0.15752160262219483,10.0,2.0,3.0,2.0,92.0,7.0,12.345737323777916,2.3333333333333335
480,prnnviruses,61,18,logreg,0.1164180372263709,1.4487635025922112,0.29508196721311475,0.0,0.2283775529222314,1.4307198723505536,3.901648072919085,0.25,3.388888888888889,2.5127870851669067,0.3666962897758577,18.0,0.0,0.0,4.0,61.0,18.0,2.950853998216793,0.0
481,biomed,209,8,random_forest,0.05201671356574982,2.1971212523550934,0.03827751196172249,0.0,0.06097982180014523,0.9417258626620666,4.92284636726814,0.5,26.125,2.9475500904088823,0.19129702460827824,8.0,0.0,0.0,2.0,209.0,8.0,10.485391666985784,0.0
501,analcatdataimpeach,100,10,random_forest,0.34831978485984094,2.2744055805305665,0.1,1.5,0.07869501108693684,0.9580420222262997,3.1918015839717273,0.5,10.0,2.932290466725197,0.30015713603166944,10.0,4.0,6.0,2.0,100.0,4.0,6.577383002117248,0.6666666666666666
502,analcatdatawhale,223,7,knn,0.09039491002739933,2.329697673259789,0.03139013452914798,0.0,0.1460356522028483,0.9999854943807827,6.458739037228621,0.5,31.857142857142858,3.1748564300038913,0.1548267376366806,7.0,1.0,0.0,2.0,223.0,7.0,14.047127575126607,0.0
504,analcatdatasupreme,1200,7,random_forest,0.008256605972958325,0.9738511749029416,0.005833333333333334,0.0,0.059227211276538745,1.8239968536500717,9.455496370142578,0.1,171.42857142857142,2.6049446861743237,0.19290334237868972,7.0,5.0,0.0,10.0,1200.0,7.0,4.048389327496298,0.0
506,analcatdatagsssexsurvey,159,9,logreg,0.07871414839278441,1.1393965712851228,0.05660377358490566,0.0,0.0904432762427039,1.0678693508128216,22.24756033888415,0.2,17.666666666666668,2.159266530949136,0.04799939114880863,9.0,5.0,0.0,5.0,159.0,9.0,22.737729667293983,0.0
510,sleep,62,10,random_forest,0.236120551124922,2.0096490655451458,0.16129032258064516,0.1111111111111111,0.2230236450419824,2.260946655951994,3.9023216906000373,0.19999999999999998,6.2,3.691210720665919,0.5793850008312209,10.0,0.0,1.0,5.0,62.0,9.0,2.4685900785522255,9.0
516,pbcseq,1200,18,random_forest,0.07027875609054701,2.615313407439812,0.015,0.38461538461538464,0.028960381934986974,1.2862762388013789,9.204941660330274,0.3333333333333333,66.66666666666667,3.761852069810399,0.13973757643079154,18.0,3.0,5.0,3.0,1200.0,13.0,17.715892133245276,2.6
524,pbc,418,19,logreg,0.07221254574894116,2.1156384248980356,0.045454545454545456,0.46153846153846156,0.026522318158752143,1.244618431146868,14.691117592263456,0.3333333333333333,22.0,3.2755377444231772,0.08471911162172585,19.0,1.0,6.0,3.0,418.0,13.0,23.97238680150996,2.1666666666666665
540,mu,284,10,random_forest,0.2210502120481389,2.511138318357029,0.035211267605633804,0.0,0.38887562707666296,5.617105554247627,4.644711255470265,0.02,28.4,6.918888705987543,1.2093551666171138,10.0,0.0,0.0,50.0,284.0,10.0,1.0764274943161214,0.0
546,sensory,576,11,random_forest,0.03823180444044183,1.614080682014861,0.019097222222222224,0.0,0.026476971838467235,2.7607010271813515,57.92749741643068,0.09090909090909091,52.36363636363637,4.3271238411661965,0.047657868030016086,11.0,4.0,0.0,11.0,576.0,11.0,32.86808409050681,0.0
553,kidney,76,6,random_forest,0.14101665372208497,1.4525121266036207,0.07894736842105263,0.5,0.47184174420606123,4.115834092163221,5.3654962101881205,0.049999999999999996,12.666666666666666,4.801253310500877,0.7670929082659653,6.0,2.0,2.0,20.0,76.0,4.0,0.8935282948802963,2.0
679,rmftsasleepdata,1024,2,random_forest,0.06744697129398798,2.958541870558144,0.001953125,0.0,0.02091550848262192,1.8493804069130795,14.559692098764257,0.25,512.0,4.680901706269031,0.12702057120219212,2.0,0.0,0.0,4.0,1024.0,2.0,22.291832516236436,0.0
682,sleuthex,87,10,logreg,0.09126769799286462,1.8839611170073405,0.11494252873563218,0.0,0.01855132368002735,0.9784493292686188,23.680512452466427,0.5,8.7,2.82109168971473,0.041318756561229276,10.0,1.0,0.0,2.0,87.0,10.0,44.595784428206194,0.0
683,sleuthex,60,7,random_forest,0.16108306428150818,1.5841025324383577,0.11666666666666667,0.0,0.07493235441106996,1.0,8.816676684168083,0.5,8.571428571428571,2.47068111121332,0.11342142122503805,7.0,0.0,0.0,2.0,60.0,7.0,12.966519863080885,0.0
685,visualizinglivestock,130,2,random_forest,0.1026151216872039,3.511183906514228,0.015384615384615385,1.0,0.10798809493191126,2.3219280948873626,7.3417505053687995,0.2,65.0,5.516848449107161,0.31626355229442993,2.0,0.0,1.0,5.0,130.0,1.0,10.102082048472797,1.0
692,rabe,50,5,random_forest,0.10808652247975978,1.5840418040306936,0.1,0.0,0.2455208099486797,1.970764362625347,4.947638150537008,0.25,10.0,3.1564818950212112,0.39832427163482914,5.0,0.0,0.0,4.0,50.0,5.0,2.976764452563644,0.0
694,diggletablea,310,8,random_forest,0.38871964310285734,2.5836486639173604,0.025806451612903226,0.0,0.46759242918812,3.120903063728351,2.125151794592032,0.1111111111111111,38.75,4.235996365308653,1.468555362337058,8.0,0.0,0.0,9.0,310.0,8.0,0.7593130842583583,0.0
700,chscasewhale,223,9,logreg,0.08776869307890418,2.3863299588727775,0.04035874439461883,0.0,0.11463826130013086,0.9999854943807827,8.050430199328302,0.5,24.77777777777778,3.2621002908807197,0.12421516237284037,9.0,1.0,0.0,2.0,223.0,9.0,18.211261437714374,0.0
703,chscasefoot,526,5,logreg,0.11422796723613737,2.728943255372706,0.009505703422053232,0.25,0.0025672059686250226,1.5846116401698656,10.396703612915111,0.3333333333333333,105.2,4.161140082235649,0.1524148133069227,5.0,1.0,1.0,3.0,526.0,4.0,16.904711465790033,4.0
710,rabe,66,5,logreg,0.16064616862897738,1.9993375041688846,0.07575757575757576,0.0,0.18897731057911965,1.0,1.9385248897729794,0.5,13.2,2.483481347110664,0.5158561570582207,5.0,0.0,0.0,2.0,66.0,5.0,2.8757655148879704,0.0
713,vineyard,52,3,knn,0.24779547315406517,1.559845129119629,0.057692307692307696,0.0,0.16150327826666058,0.9957274520849256,4.111725843670302,0.5,17.333333333333332,2.3134048176077244,0.24216776359682987,3.0,0.0,0.0,2.0,52.0,3.0,5.441175761595249,0.0
714,fruitfly,125,4,knn,0.07241075404138908,1.605022677747735,0.032,0.0,0.004337542669668891,0.9660780975952254,126.79999934590094,0.5,31.25,2.563481862862055,0.00761891248090496,4.0,0.0,0.0,2.0,125.0,4.0,209.6629629583425,0.0
716,fric,100,50,random_forest,0.03271105603317196,2.0,0.5,0.0,0.01317484551869391,0.9580420222262997,32.53564155746354,0.5,2.0,2.9285960984219614,0.029445923804337245,50.0,0.0,0.0,2.0,100.0,50.0,66.92111578124131,0.0
717,rmftsaladata,508,10,logreg,0.05785827558796089,2.8072429984064016,0.01968503937007874,0.0,0.036686597464738874,0.9885202681730657,5.501054044437773,0.5,50.8,3.6160667465693472,0.17969652001012032,10.0,0.0,0.0,2.0,508.0,10.0,14.622133351543482,0.0
719,veteran,137,7,knn,0.09515515502048406,1.5123417247907074,0.051094890510948905,0.0,0.0889107048531845,0.8975887507715623,21.077643423961838,0.5,19.571428571428573,2.367345603396193,0.04258487216607671,7.0,3.0,0.0,2.0,137.0,7.0,34.51359080972997,0.0
720,abalone,1200,8,knn,0.26662774791165383,3.1010547302290083,0.006666666666666667,0.14285714285714285,0.039217960472838535,0.9999919850127079,4.298552230528591,0.5,150.0,3.8684121137796934,0.2326346014620228,8.0,0.0,1.0,2.0,1200.0,7.0,12.33015256862058,7.0
721,pwLinear,200,10,logreg,0.009696389204212827,1.5178208436073803,0.05,0.0,0.06024251089473746,0.9993506898146104,16.81588256898379,0.5,20.0,2.4577425569341393,0.059428976487851545,10.0,1.0,0.0,2.0,200.0,10.0,24.540080501262757,0.0
724,analcatdatavineyard,468,3,knn,0.23579048488851062,2.7690050117496785,0.00641025641025641,0.0,0.02680592656053421,0.9910760598382222,6.462096333510427,0.5,156.0,3.6067134941504038,0.15336757743749643,3.0,0.0,0.0,2.0,468.0,3.0,17.054696162089158,0.0
726,fric,100,5,random_forest,0.08949327522701063,2.0,0.05,0.0,0.04288886079258936,0.9709505944546688,9.534318002345016,0.5,20.0,2.869113148481516,0.10183744597315281,5.0,0.0,0.0,2.0,100.0,5.0,18.639141387415155,0.0
728,analcatdatasupreme,1200,7,random_forest,0.01014170040522763,0.967247991759227,0.005833333333333334,0.0,0.01758349234883123,0.7950402793845223,8.186263614815134,0.5,171.42857142857142,1.665169449078736,0.09711882206501314,7.0,5.0,0.0,2.0,1200.0,7.0,8.959428782113246,0.0
729,visualizingslope,44,3,random_forest,0.14746273281876632,1.5803488643738282,0.06818181818181818,0.0,0.07932208257298504,0.9624127354629922,6.938400354671199,0.5,14.666666666666666,2.4040534414332684,0.13870815840355175,3.0,0.0,0.0,2.0,44.0,3.0,10.393337512102402,0.0
730,fric,250,5,random_forest,0.04580629215601211,2.5848699190400284,0.02,0.0,0.032805234600959646,0.9983373765218819,7.519616456381854,0.5,50.0,3.4504428943038383,0.13276440125807198,5.0,0.0,0.0,2.0,250.0,5.0,18.469600996546276,0.0
731,baskball,96,4,random_forest,0.05974917847431765,1.9774441910208742,0.041666666666666664,0.0,0.03315506495828041,0.9996868924868422,13.176454400895969,0.5,24.0,2.901261895783068,0.07586918772464812,4.0,0.0,0.0,2.0,96.0,4.0,25.06386400494504,0.0
732,fric,250,50,logreg,0.02076433875730543,2.5848699190400284,0.2,0.0,0.005877912200292091,0.9970433402104211,45.59930488998778,0.5,5.0,3.5600479404124576,0.02186531883799267,50.0,0.0,0.0,2.0,250.0,50.0,117.21780135895472,0.0
733,machinecpu,209,6,random_forest,0.15990381517355823,2.1751203989810723,0.028708133971291867,0.0,0.12256754297588969,0.8384968566397271,2.2919263998417794,0.5,34.833333333333336,2.6477691827081564,0.36584807291264315,6.0,0.0,0.0,2.0,209.0,6.0,4.945419861485633,0.0
736,visualizingenvironmental,111,3,knn,0.1290657292641133,1.9981127915175714,0.02702702702702703,0.0,0.04350452099907356,0.9985358500505678,10.10051262101928,0.5,37.0,2.8977887235108515,0.09885991805728785,3.0,0.0,0.0,2.0,111.0,3.0,19.211556217957767,0.0
737,spacega,1200,6,random_forest,0.23355629159599095,3.321928094887362,0.005,0.0,0.008010306466962448,0.9999499058423884,18.143290514076465,0.5,200.0,4.266763968075829,0.055114032653921154,6.0,0.0,0.0,2.0,1200.0,6.0,59.27372585393675,0.0
738,pharynx,195,11,random_forest,0.016997871577282678,1.4435352524147806,0.05641025641025641,0.0,0.05127794393232343,0.957679027766184,21.149174318534747,0.5,17.727272727272727,2.355932180116808,0.04528210006415672,11.0,3.0,0.0,2.0,195.0,11.0,30.878716984626305,0.0
739,sleep,62,7,logreg,0.21777686685357228,1.5460727392064837,0.11290322580645161,0.0,0.070836240938382,0.9969954265557697,10.104942938118068,0.5,8.857142857142858,2.444404033499331,0.0986641322629229,7.0,0.0,0.0,2.0,62.0,7.0,14.670058649950589,0.0
740,fric,1000,10,random_forest,0.02513748735210221,3.1699075463871447,0.01,0.0,0.011919022571395686,0.9895875212220555,12.933459413379442,0.5,100.0,4.082981314436685,0.07651375317251503,10.0,0.0,0.0,2.0,1000.0,10.0,40.429251800522394,0.0
741,rmftsasleepdata,1024,2,knn,0.039057229312197,2.578742317304411,0.001953125,0.0,0.024741243652640556,0.9999752343565645,8.60009179624232,0.5,512.0,3.4624426027361874,0.11627494892478807,2.0,0.0,0.0,2.0,1024.0,2.0,21.177969899367223,0.0
743,fric,1000,5,random_forest,0.027084020059853903,3.1699088461299887,0.005,0.0,0.019008936987611302,0.9946583178227807,8.121714137250416,0.5,200.0,4.042098150513752,0.12246901343901762,5.0,0.0,0.0,2.0,1000.0,5.0,24.883354140910242,0.0
744,fric,250,5,random_forest,0.12020037577968012,2.5848699190400284,0.02,0.0,0.03471259559553875,0.9881489563064276,6.833772897412091,0.5,50.0,3.4284210124762056,0.14459786287025045,5.0,0.0,0.0,2.0,250.0,5.0,16.87626641037887,0.0
745,autoprice,159,15,logreg,0.16131620970771027,2.243884484321616,0.09433962264150944,0.0,0.10462925912833994,0.9244571409964927,2.641692318159009,0.5,10.6,2.8183927934114674,0.34994883190664133,15.0,0.0,0.0,2.0,159.0,15.0,5.412035931356488,0.0
746,fric,250,25,random_forest,0.02413703550208141,2.5848699190400284,0.1,0.0,0.00953622608221655,0.9849900098451575,26.099944404005313,0.5,10.0,3.5321207676594626,0.037739161225722774,25.0,0.0,0.0,2.0,250.0,25.0,67.49304105037176,0.0
747,servo,167,4,logreg,0.07759179807949232,2.1777629959197107,0.023952095808383235,1.0,0.08814619654511155,0.7737069184593455,4.027754540401595,0.5,41.75,2.7593760539666485,0.19209386041240772,4.0,0.0,2.0,2.0,167.0,2.0,10.336973452687426,1.0
748,analcatdatawildcat,163,5,knn,0.2863149692249695,1.7281023051054483,0.03067484662576687,0.0,0.07983321085385173,0.8665718875829345,6.029982144471162,0.5,32.6,2.450963669701596,0.1437105229867864,5.0,2.0,0.0,2.0,163.0,5.0,11.024883558905008,0.0
749,fric,500,5,random_forest,0.10851331056028417,2.8073203201603487,0.01,0.0,0.024902015084609132,0.9980485963165613,8.389040362052905,0.5,100.0,3.6863983843012464,0.11897053217566426,5.0,0.0,0.0,2.0,500.0,5.0,22.59677029951618,0.0
750,pm,500,7,random_forest,0.03921938070507291,2.7881557773157093,0.014,0.0,0.0031870629645566815,0.9998153271549208,68.99299463247984,0.5,71.42857142857143,3.7734795559810936,0.014491548489536614,7.0,0.0,0.0,2.0,500.0,7.0,191.3987474029329,0.0
751,fric,1000,10,random_forest,0.027451259804994733,3.169907546387145,0.01,0.0,0.01058380411436535,0.9895875212220555,14.592780839448912,0.5,100.0,4.091681569132825,0.06781349847637586,10.0,0.0,0.0,2.0,1000.0,10.0,45.744492138116776,0.0
753,wisconsin,194,32,knn,0.05286660084183192,2.3062917101397815,0.16494845360824742,0.0,0.008079431675659894,0.9962401135461777,42.30331475483342,0.5,6.0625,3.278981893395157,0.02354993029080188,32.0,0.0,0.0,2.0,194.0,32.0,96.93199732062781,0.0
754,fric,100,5,random_forest,0.024959945335453225,2.0,0.05,0.0,0.041975280812704234,0.9953784388202258,10.50109826120227,0.5,20.0,2.90059040674383,0.0947880320763959,5.0,0.0,0.0,2.0,100.0,5.0,20.099710123616333,0.0
755,sleuthex,62,5,random_forest,0.0503733344949203,1.572606554191126,0.08064516129032258,0.0,0.05999115295118366,1.0,10.737289618591905,0.5,12.4,2.4794731811033337,0.09313337308779239,5.0,0.0,0.0,2.0,62.0,5.0,15.885532028445967,0.0
756,autoPrice,159,15,logreg,0.16131620970771027,2.243884484321616,0.09433962264150944,0.0,0.10462925912833994,0.9244571409964927,2.641692318159009,0.5,10.6,2.8183927934114674,0.34994883190664133,15.0,0.0,0.0,2.0,159.0,15.0,5.412035931356488,0.0
757,meta,528,21,random_forest,0.3597232574151449,2.749550802246547,0.03977272727272727,0.10526315789473684,0.013380407360627223,0.4761588445580706,8.360726555564371,0.5,25.142857142857142,3.1687577968196217,0.05695184998499555,21.0,1.0,2.0,2.0,528.0,19.0,47.27851602662494,9.5
758,analcatdataelection,67,15,random_forest,0.44265764260939017,2.257891102465778,0.22388059701492538,0.07142857142857142,0.1950754654968486,0.8395304981054318,1.668374732330689,0.5,4.466666666666667,2.594219003554757,0.5032025970164526,15.0,0.0,1.0,2.0,67.0,14.0,3.487041831367882,14.0
759,analcatdataolympic,66,12,random_forest,0.3113825797736959,2.294086197949145,0.18181818181818182,0.09090909090909091,0.13990764705913963,1.0,2.355669466823916,0.5,5.5,2.8695784246458427,0.42450777330330314,12.0,0.0,1.0,2.0,66.0,11.0,4.4041088107709685,11.0
762,fric,100,10,random_forest,0.041232537060174664,2.0,0.1,0.0,0.03294273334437653,0.9927744539878083,12.816461916415282,0.5,10.0,2.9153135712213816,0.07746088276642604,10.0,0.0,0.0,2.0,100.0,10.0,24.81948370031825,0.0
763,fric,250,10,random_forest,0.021519868445845965,2.5848699190400284,0.04,0.0,0.014722911843461153,1.0,17.68334551669449,0.5,25.0,3.5283195338736055,0.05655038516642228,10.0,0.0,0.0,2.0,250.0,10.0,44.70914789409493,0.0
764,analcatdataapnea,450,3,random_forest,-7.028988718570958e-08,2.4746020635787556,0.006666666666666667,2.0,0.025367122234873207,0.5357150195407703,6.648968141976852,0.5,150.0,2.929745931611272,0.08057115150825389,3.0,0.0,2.0,2.0,450.0,1.0,29.71325179366776,0.5
765,analcatdataapnea,475,3,random_forest,-7.007578973336675e-08,2.476657067549659,0.00631578947368421,2.0,0.03179528867849538,0.5702873371274225,5.596135473895608,0.5,158.33333333333334,2.945037054544539,0.1019073501325427,3.0,0.0,2.0,2.0,475.0,1.0,23.30302686046168,0.5
767,analcatdataapnea,475,3,random_forest,-7.007578973336675e-08,2.476657067549659,0.00631578947368421,2.0,0.02737705420570025,0.5530919600687172,6.435456425024476,0.5,158.33333333333334,2.9438045469879115,0.08594448063046493,3.0,0.0,2.0,2.0,475.0,1.0,27.816941464787362,0.5
768,fric,100,25,random_forest,0.03849691431045156,2.0,0.25,0.0,0.01691041056549261,0.9927744539878083,25.535692207464606,0.5,4.0,2.953896539658249,0.03887791432955947,25.0,0.0,0.0,2.0,100.0,25.0,50.44308882020891,0.0
769,fric,250,50,random_forest,0.020748035950068293,2.5848699190400284,0.2,0.0,0.007045557455139213,0.9933418121880537,36.247740952501196,0.5,5.0,3.5508074906854863,0.027404240542596082,50.0,0.0,0.0,2.0,250.0,50.0,93.32372026592772,0.0
770,strikes,625,6,random_forest,0.05105204995678531,2.992398670803723,0.0096,0.0,0.01885079184826126,0.9999538332662392,8.945128834150374,0.5,104.16666666666667,3.8805649768239987,0.11178752724596357,6.0,0.0,0.0,2.0,625.0,6.0,25.76862745357642,0.0
771,analcatdatamichiganacc,108,4,knn,0.16022210867210754,2.395359608934041,0.037037037037037035,1.0,0.052191651719617066,0.9910760598382222,6.586351978847011,0.5,27.0,3.2359614665095835,0.15047420226267916,4.0,0.0,2.0,2.0,108.0,2.0,14.91873937801325,1.0
772,quake,1200,3,random_forest,0.08301381359739375,3.3169917100727804,0.0025,0.0,0.000782363038676656,0.9912540071703688,192.01377432945037,0.5,400.0,4.30308330631387,0.005162410929278494,3.0,0.0,0.0,2.0,1200.0,3.0,641.5276398011129,0.0
773,fric,250,25,random_forest,0.02059159654175998,2.5848699190400284,0.1,0.0,0.008572862125921388,0.9999538332662392,30.860263132860446,0.5,10.0,3.5524211175989353,0.03240263470733255,25.0,0.0,0.0,2.0,250.0,25.0,78.77344874536035,0.0
774,disclosurexbias,662,3,logreg,0.011970924926207188,2.999980208063812,0.004531722054380665,0.0,0.002509914428600804,0.9987091547244374,78.11286079720756,0.5,220.66666666666666,3.98590389897945,0.012785463808798822,3.0,0.0,0.0,2.0,662.0,3.0,233.63992021933976,0.0
775,fric,100,25,random_forest,0.03481206602212823,2.0,0.25,0.0,0.02012237175317504,0.9858150371789199,20.290169309605787,0.5,4.0,2.9372291913864848,0.04858584579243578,25.0,0.0,0.0,2.0,100.0,25.0,40.164252003437916,0.0
776,fric,250,5,knn,0.019756850401625402,2.5848699190400284,0.02,0.0,0.025429105151196913,1.0,10.263784307334792,0.5,50.0,3.487439968248353,0.09742995079167552,5.0,0.0,0.0,2.0,250.0,5.0,25.530547311544794,0.0
777,sleuthex,47,7,logreg,0.2072236816895494,1.5831710124959855,0.14893617021276595,0.0,0.1710803490602125,0.9839393951635759,3.2726399675191473,0.5,6.714285714285714,2.266454238655594,0.30065616900396763,7.0,0.0,0.0,2.0,47.0,7.0,4.265719368875126,0.0
778,bodyfat,252,14,logreg,0.11577626341986556,2.5820517171575026,0.05555555555555555,0.0,0.051861714127031514,0.9998182469603429,4.496651672577689,0.5,18.0,3.3595226889091347,0.2223472752087112,14.0,0.0,0.0,2.0,252.0,14.0,10.612697815765012,0.0
779,fric,500,25,random_forest,0.015573758800998589,2.8073203201603487,0.05,0.0,0.006667481197247204,0.9966619137320387,31.531410577322134,0.5,20.0,3.7723736919501234,0.031608541942264166,25.0,0.0,0.0,2.0,500.0,25.0,87.8152425786729,0.0
780,rabe,51,6,logreg,0.09032183512174018,1.582183686927075,0.11764705882352941,0.0,0.032628243704299315,0.9774178175281716,20.279585656839487,0.5,8.5,2.511404374885268,0.04819712956997857,6.0,0.0,0.0,2.0,51.0,6.0,31.82734264557943,0.0
782,rabe,120,2,knn,-5.477478906329888e-08,1.9854752972273344,0.016666666666666666,0.0,0.12516523477687377,0.99819587904281,3.0162361788942107,0.5,60.0,2.652730288408783,0.33094088786136133,2.0,0.0,0.0,2.0,120.0,2.0,4.999486222624432,0.0
783,fric,100,10,random_forest,0.06396438769966174,2.0,0.1,0.0,0.022111083707404038,0.9709505944546688,19.509114744920932,0.5,10.0,2.921181519478704,0.04976907497596472,10.0,0.0,0.0,2.0,100.0,10.0,39.18559719998557,0.0
784,newtonhema,140,3,random_forest,0.13596341529803393,2.6618754305339056,0.02142857142857143,0.5,0.035197640059726566,1.0,5.206401485298488,0.5,46.666666666666664,3.469804188463209,0.19207124207069656,3.0,0.0,1.0,2.0,140.0,2.0,12.85879219521128,2.0
785,windcorrelations,45,46,logreg,0.23036526738255345,1.5848695045467114,1.0222222222222221,0.0,0.13106427738426124,0.9996437496778561,4.510526582388067,0.5,0.9782608695652174,2.362888632039412,0.22162462218515552,46.0,0.0,0.0,2.0,45.0,46.0,6.151143627094997,0.0
786,cleveland,303,13,logreg,0.03824153468875506,1.653828565058498,0.0429042904290429,0.0,0.08338708335921435,0.9950837594929732,9.928700790174247,0.5,23.307692307692307,2.5486893668330017,0.10022295771847,13.0,3.0,0.0,2.0,303.0,13.0,15.501494295390522,0.0
787,witmercensus,50,5,random_forest,0.27638907999770607,2.3941695106826244,0.1,0.25,0.048982146512832704,0.9988455359952018,3.72856413648354,0.5,10.0,3.1251249154013867,0.26789013127644,5.0,0.0,1.0,2.0,50.0,4.0,7.9371321715918075,4.0
788,triazines,186,60,random_forest,0.0790244423142193,0.7238873426873127,0.3225806451612903,0.0,0.03606626950263083,0.9785423861930186,42.62086135654309,0.5,3.1,1.6794704935423337,0.02295923533799709,60.0,16.0,0.0,2.0,186.0,60.0,30.52924442084067,0.0
789,fric,100,10,random_forest,0.04336587027973028,2.0,0.1,0.0,0.028342003873884313,0.9974015885677396,15.666272318072616,0.5,10.0,2.9337360548455194,0.06366553372222036,10.0,0.0,0.0,2.0,100.0,10.0,30.41417157871034,0.0
790,elusage,55,2,random_forest,0.44506670107066393,1.5759285555477385,0.03636363636363636,0.0,0.2596075234484206,0.9882836109919163,2.0860686696188697,0.5,27.5,2.090458054134295,0.47375411240535925,2.0,0.0,0.0,2.0,55.0,2.0,2.326469394738094,0.0
791,diabetesnumeric,43,2,random_forest,0.09585647929593052,1.5841880860569657,0.046511627906976744,0.0,0.049338498690009926,0.9681647320759547,12.965705520117872,0.5,21.5,2.4776816226030105,0.07467119552990997,2.0,0.0,0.0,2.0,43.0,2.0,20.215517909076603,0.0
792,fric,500,5,knn,0.05440147119622503,2.8073203201603487,0.01,0.0,0.03141422396191943,0.9732424074349136,6.203210963390002,0.5,100.0,3.623669400384762,0.1568933272105008,5.0,0.0,0.0,2.0,500.0,5.0,16.89317856962661,0.0
793,fric,250,10,random_forest,0.044001027588848,2.5848699190400284,0.04,0.0,0.017614400510785496,0.9953784388202258,13.930384582174437,0.5,25.0,3.5087945919610752,0.0714537658991791,10.0,0.0,0.0,2.0,250.0,10.0,35.17541897913774,0.0
794,fric,250,25,random_forest,0.0263671839792672,2.5848699190400284,0.1,0.0,0.00928654459291378,0.99093240356837,26.92427348684787,0.5,10.0,3.5389978976328305,0.03680442497556811,25.0,0.0,0.0,2.0,250.0,25.0,69.2325853686328,0.0
795,disclosurextampered,662,3,logreg,0.009477242123336586,2.999980208063812,0.004531722054380665,0.0,0.001622572868551461,0.9998946537430287,121.26899326035301,0.5,220.66666666666666,3.991629599544323,0.008245262262517095,3.0,0.0,0.0,2.0,662.0,3.0,362.8429091214843,0.0
796,cpu,209,7,logreg,0.17307860981564913,2.495725174175875,0.03349282296650718,0.16666666666666666,0.11641864878885097,0.8169164036868143,2.1231200637886434,0.5,29.857142857142858,2.9278699308795924,0.384771646983097,7.0,0.0,1.0,2.0,209.0,6.0,5.486250205139236,6.0
798,cholesterol,303,13,logreg,0.04534901799039367,1.586746532632118,0.0429042904290429,0.0,0.008698675912334688,0.9933820990862128,78.10036984639122,0.5,23.307692307692307,2.567409330887362,0.012719300830969291,13.0,3.0,0.0,2.0,303.0,13.0,123.75108134628479,0.0
799,fric,1000,5,random_forest,0.008232867248641829,3.1699062466443007,0.005,0.0,0.01576866460663807,0.9999740313334506,10.405104458631978,0.5,200.0,4.073776098023663,0.09610417995408796,5.0,0.0,0.0,2.0,1000.0,5.0,31.984062172515976,0.0
800,pyrim,74,27,logreg,0.17360828633152123,0.9962468427558192,0.36486486486486486,0.0,0.14456598603640572,0.9809470132751209,7.2287405464833006,0.5,2.740740740740741,1.841492898586515,0.13570095744442515,27.0,1.0,0.0,2.0,74.0,27.0,6.341487204788671,0.0
801,chscasefunds,185,3,random_forest,0.4142514913351114,4.052118726966998,0.016216216216216217,0.5,0.03525948012019435,0.9974482234237187,2.1799866210951824,0.5,61.666666666666664,4.592019085751702,0.45754786463901337,3.0,0.0,1.0,2.0,185.0,2.0,7.856163562612087,2.0
802,pbcseq,1200,18,random_forest,0.06940868704029118,2.6061653371562774,0.015,0.38461538461538464,0.0188395106777331,1.0,13.331036431726838,0.5,66.66666666666667,3.5311524148586466,0.07501292229763,18.0,3.0,5.0,2.0,1200.0,13.0,33.74288505673399,2.6
804,hutsoflogis,70,7,logreg,0.07746650978004402,1.5672000998153344,0.1,0.0,0.08616332472232109,0.9994110647387552,7.711555000160372,0.5,10.0,2.4370120026836273,0.12959916187046208,7.0,3.0,0.0,2.0,70.0,7.0,11.09267156667104,0.0
