model,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std
random_forest,0.5666666666666667,0.13333333333333333,0.44444444444444436,0.1531560972454469
knn,0.4666666666666666,0.1632993161855452,0.4,0.1625415426480866
logreg,0.39999999999999997,0.08164965809277261,0.3555555555555555,0.12957670877434
dummy_most_frequent,0.5,0.0,0.3333333333333333,0.0
