dataset_id,dataset_name,best_algorithm,score_logreg,score_knn,score_random_forest
801,chscasefunds,random_forest,0.5692307692307692,0.6192307692307693,0.7243589743589745
802,pbcseq,random_forest,0.6972222222222222,0.711111111111111,0.7611111111111111
804,hutsoflogis,logreg,0.8045454545454545,0.7636363636363637,0.7136363636363636
808,fric,random_forest,0.7589285714285714,0.6875,0.7901785714285714
810,pbc,logreg,0.6140350877192982,0.6010678871090771,0.6098398169336384
811,rmftsactoarrivals,random_forest,0.7893350888742594,0.9210006583278473,0.9575378538512178
812,fric,logreg,0.7723214285714286,0.6071428571428572,0.7723214285714286
813,fric,random_forest,0.6340394778445277,0.9144947829621934,0.9228962464429288
814,chscasevine,knn,0.43790584415584416,0.869926948051948,0.869926948051948
815,chscasevine,knn,0.8174603174603174,0.8888888888888888,0.8174603174603174
817,diggletablea,logreg,0.7142857142857143,0.6517857142857143,0.5803571428571428
818,diggletablea,logreg,0.9883720930232558,0.9683720930232558,0.9883720930232558
820,chatfield,logreg,0.893687707641196,0.8463455149501661,0.8820598006644518
824,fric,random_forest,0.6145982783357246,0.6917144906743184,0.8800215208034433
825,bostoncorrected,knn,0.8595258999122037,0.8803336259877086,0.8339771729587357
826,sensory,random_forest,0.5150577557755776,0.6054730473047305,0.6401265126512652
827,disclosurexnoise,logreg,0.5275757575757576,0.4871717171717172,0.44207070707070706
828,fric,random_forest,0.5357142857142857,0.5625,0.5714285714285714
829,fric,random_forest,0.6990950226244343,0.7194570135746606,0.8348416289592759
830,fric,random_forest,0.7361111111111112,0.818287037037037,0.9340277777777777
831,autoMpg,logreg,0.8324979114452798,0.822890559732665,0.8299916457811194
832,fric,random_forest,0.6352813852813852,0.6623376623376623,0.7738095238095237
835,analcatdatavehicle,knn,0.9285714285714286,0.9285714285714286,0.9285714285714286
838,fric,random_forest,0.604524886877828,0.5959276018099547,0.8447963800904977
839,kddelninosmall,random_forest,0.802686115096445,0.8693208990913438,0.9250757213454488
840,autoHorse,logreg,0.94,0.8464864864864865,0.94
841,stock,random_forest,0.8064698925790874,0.9474228836109195,0.9688331526559575
842,analcatdatarunshoes,knn,0.6948051948051948,0.7142857142857143,0.6948051948051948
844,breastTumor,logreg,0.6,0.4966666666666667,0.475
845,fric,random_forest,0.8436041083099907,0.7997865812991863,0.8638788848872883
850,fric,logreg,0.7,0.6,0.7
852,analcatdatagsssexsurvey,random_forest,0.6093366093366093,0.5454545454545454,0.6363636363636364
853,boston,random_forest,0.822454075263064,0.8574995541287675,0.8822899946495453
854,fishcatch,logreg,1.0,0.9482758620689655,0.9827586206896552
855,fric,random_forest,0.6556374752742313,0.7512138104657435,0.8966912425822693
857,bolts,logreg,1.0,0.75,1.0
858,hungarian,random_forest,0.8067434210526316,0.831140350877193,0.8330592105263157
859,analcatdatagviolence,logreg,1.0,0.9615384615384616,1.0
860,vinnie,random_forest,0.8588597842835131,0.8419106317411402,0.8691833590138675
861,auto,random_forest,0.6844919786096256,0.7005347593582887,0.7459893048128342
862,sleuthex,random_forest,0.6620879120879121,0.6648351648351649,0.8104395604395604
863,fric,random_forest,0.5964285714285714,0.6642857142857143,0.8500000000000001
864,sleuthex,logreg,0.7,0.6375,0.65
865,analcatdataneavote,knn,0.5,0.5,0.44642857142857145
867,visualizinglivestock,knn,0.4838709677419355,0.747983870967742,0.6532258064516129
868,fric,knn,0.7410714285714286,0.8660714285714286,0.7633928571428572
869,fric,random_forest,0.6787790697674418,0.7507267441860466,0.8988008720930232
870,fric,random_forest,0.6383928571428572,0.8223214285714285,0.8544642857142857
871,pollen,logreg,0.5305555555555556,0.4666666666666667,0.47777777777777775
872,872,random_forest,0.822454075263064,0.8574995541287675,0.8822899946495453
873,fric,random_forest,0.6340843023255813,0.528343023255814,0.7503633720930232
874,rabe,random_forest,0.9166666666666667,0.8611111111111112,1.0
875,analcatdatachlamydia,random_forest,0.5833333333333334,0.7291666666666667,0.8125
876,fric,random_forest,0.5723981900452488,0.6221719457013575,0.6719457013574661
877,fric,random_forest,0.5893113342898135,0.6133428981348636,0.772596843615495
878,fric,random_forest,0.7544642857142857,0.71875,0.7991071428571428
879,fric,random_forest,0.6184578133730676,0.6015086608306948,0.8369342521884895
880,mu,random_forest,0.9302325581395349,0.9302325581395349,0.9883720930232558
882,pollution,knn,0.6666666666666667,0.8333333333333333,0.7222222222222222
884,fric,random_forest,0.8466666666666667,0.8200000000000001,0.8733333333333333
885,transplant,knn,0.9466666666666667,1.0,0.98
886,no,knn,0.5333333333333333,0.6333333333333333,0.5666666666666667
887,mbagrade,knn,0.5833333333333333,0.6833333333333333,0.5277777777777778
889,fric,logreg,0.7666666666666666,0.6333333333333333,0.7333333333333333
890,cloud,random_forest,0.5,0.5065217391304347,0.5565217391304348
891,sleuthcase,random_forest,0.8502673796791445,0.8502673796791445,0.8663101604278074
892,sleuthcase,knn,0.9375,0.9375,0.9375
893,visualizinghamster,random_forest,0.6583333333333333,0.475,0.6666666666666667
894,rabe,knn,0.9,0.9,0.9
895,chscasegeyser,logreg,0.9259259259259259,0.8888888888888888,0.8949074074074074
896,fric,random_forest,0.5703463203463204,0.6461038961038961,0.8690476190476191
897,collegesaaup,logreg,0.9720921155347384,0.9026541764246683,0.9679937548790007
898,hip,logreg,0.8819444444444444,0.8263888888888888,0.8819444444444444
899,analcatdatanegotiation,random_forest,0.7875,0.7875,0.85
900,chscasecensus,knn,0.53,0.5914285714285714,0.5328571428571429
902,sleuthcase,logreg,0.6398809523809523,0.5505952380952381,0.5952380952380952
906,chscasecensus,logreg,0.4724694104560623,0.42992213570634036,0.46551724137931033
907,chscasecensus,knn,0.5283648498331479,0.5350389321468298,0.5155728587319244
908,chscasecensus,knn,0.4632925472747498,0.5144605116796441,0.48109010011123465
909,chscasecensus,logreg,0.5323701028063351,0.4577660461239233,0.491386496248958
910,fric,random_forest,0.6726816929400605,0.7265007452911152,0.903428339130042
911,fric,random_forest,0.6363636363636364,0.801948051948052,0.8225108225108224
912,fric,random_forest,0.7011428571428571,0.9182857142857144,0.9388571428571428
913,fric,random_forest,0.6689928845101258,0.7497263273125343,0.8641215106732347
914,balloon,random_forest,0.8834785903751421,0.9370342301376784,0.9618542377163066
915,plasmaretinol,knn,0.5977272727272728,0.6079545454545454,0.5715909090909091
916,fric,random_forest,0.7760180995475113,0.8936651583710407,0.9411764705882353
918,fric,random_forest,0.6477761836441893,0.5914634146341464,0.8142037302725968
919,rabe,knn,1.0,1.0,1.0
921,analcatdataseropositive,knn,0.9285714285714286,0.9642857142857143,0.8928571428571428
922,fric,random_forest,0.5452488687782806,0.6719457013574661,0.7873303167420814
923,visualizingsoil,random_forest,0.9969135802469136,0.9887766554433222,1.0
924,humandevel,logreg,0.925,0.8723684210526316,0.85
925,visualizinggalaxy,logreg,0.9811320754716981,0.9716981132075472,0.9811320754716981
926,fric,random_forest,0.8397937411095306,0.6998577524893315,0.8657539118065434
927,hutsofchildwitness,logreg,0.6375,0.575,0.575
928,rabe,logreg,1.0,0.8333333333333333,0.9166666666666667
929,rabe,logreg,0.7136363636363636,0.6227272727272727,0.5681818181818181
931,disclosurez,logreg,0.5710233029381966,0.5102330293819656,0.5191995947315097
932,fric,random_forest,0.49547511312217196,0.4864253393665159,0.6719457013574661
933,fric,random_forest,0.5889526542324246,0.6696556671449068,0.8163558106169297
934,socmob,random_forest,0.8256132756132757,0.8117123617123617,0.9146705146705146
935,fric,random_forest,0.699134199134199,0.6893939393939394,0.8344155844155844
936,fric,random_forest,0.6623027259684362,0.7345767575322812,0.882532281205165
938,sleuthex,logreg,1.0,0.8333333333333333,0.8452380952380952
939,chscasewhale,random_forest,0.9857142857142858,0.9857142857142858,1.0
940,watertreatment,random_forest,0.7106481481481481,0.5550925925925926,0.8675925925925926
941,lowbwt,knn,0.8185185185185185,0.8907407407407407,0.8537037037037036
942,chscasehealth,knn,0.39285714285714285,0.7857142857142857,0.5178571428571428
943,fric,random_forest,0.8728632478632479,0.8263888888888888,0.905448717948718
944,echoMonths,logreg,0.8171052631578948,0.6881578947368421,0.7921052631578948
945,kidney,random_forest,0.6515151515151515,0.7803030303030303,0.8257575757575758
946,visualizingethanol,logreg,0.5934065934065934,0.48351648351648346,0.5576923076923077
947,arsenicmalebladder,random_forest,0.6428571428571428,0.6428571428571428,0.7142857142857143
948,quake,random_forest,0.504375,0.44875,0.51
949,arsenicfemalebladder,random_forest,0.5381944444444444,0.5694444444444444,0.625
950,arsenicfemalelung,random_forest,0.75,0.8333333333333333,0.9166666666666667
951,arsenicmalelung,random_forest,0.875,0.875,1.0
952,prnnfglass,random_forest,0.5842247527030136,0.5717161260639521,0.6485277202668507
955,tae,random_forest,0.525,0.6166666666666667,0.8875
956,molecularbiologypromoters,logreg,0.5909090909090908,0.55,0.5272727272727273
957,braziltourism,random_forest,0.6324404761904762,0.5989583333333333,0.6495535714285714
960,postoperativepatientdata,logreg,0.5098684210526316,0.47368421052631576,0.5
961,analcatdatabroadwaymult,logreg,0.7055555555555556,0.7038888888888889,0.7016666666666667
962,mfeatmorphological,knn,0.9861111111111112,0.9861111111111112,0.9861111111111112
963,hearth,random_forest,0.7754934210526316,0.799890350877193,0.8330592105263157
965,zoo,logreg,1.0,0.9615384615384616,1.0
966,analcatdatahalloffame,random_forest,0.7291591483219054,0.6997473836160231,0.7748105377120174
967,cars,random_forest,0.8930205949656751,0.847254004576659,0.9170480549199085
968,analcatdatabirthday,knn,0.6456117021276595,0.6715425531914894,0.6715425531914894
969,iris,knn,1.0,1.0,1.0
970,analcatdataauthorship,knn,0.9968354430379747,1.0,0.9947368421052631
