model,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std
knn,0.5606060606060606,0.02535333413739626,0.42964553069816225,0.023385849423133872
random_forest,0.5696969696969696,0.03533910239300184,0.42448036553299706,0.025068539379792903
logreg,0.5575757575757575,0.02226808857075618,0.37239871450397766,0.00849880613623663
dummy_most_frequent,0.5606060606060606,0.0,0.3333333333333333,0.0
