dataset_id,dataset_name,n_rows_used,n_features_used,best_algorithm,mf_basic_n_samples,mf_basic_n_features,mf_basic_n_numeric,mf_basic_n_categorical,mf_basic_n_classes,mf_basic_missing_ratio,mf_stat_num_mean_abs,mf_stat_num_std_mean,mf_stat_num_skew_abs_mean,mf_stat_num_kurt_mean,mf_stat_abs_corr_mean,mf_stat_target_entropy,mf_struct_samples_per_feature,mf_struct_cat_to_num_ratio,mf_struct_class_imbalance,mf_struct_mean_unique_ratio,mf_struct_zero_ratio_numeric,mf_struct_avg_cat_cardinality
502,analcatdatawhale,223,7,knn,223.0,7.0,7.0,0.0,2.0,0.0,40.97309417040359,22.361060933603433,0.22727072110036373,-0.09829158432056635,0.2010262298382548,0.9999854943778974,31.857142857142858,0.0,1.009009009009009,0.35682254964766175,0.08135810377962845,0.0
504,analcatdatasupreme,1200,7,random_forest,1200.0,7.0,7.0,0.0,10.0,0.0,281.92238095238093,1.7988352470991749,2.8316054835621527,17.70984500819611,0.058054082713207014,1.823996853635645,171.42857142857142,0.0,24.057142857142857,0.0064285714285714285,0.6833333333333333,0.0
506,analcatdatagsssexsurvey,159,9,logreg,159.0,9.0,9.0,0.0,5.0,0.0041928721174004195,2721.049615653389,1880.5885393501464,2.08443835218573,6.86631509255695,0.1391452613751882,1.067869350805608,17.666666666666668,0.0,62.0,0.07127882599580712,0.32634521313766596,0.0
510,sleep,62,10,random_forest,62.0,10.0,9.0,1.0,5.0,0.061290322580645165,74.01290143369175,222.43347984283673,2.0830971565453464,9.254774453937669,0.40883658926611793,2.2609466559447804,6.2,0.1111111111111111,2.111111111111111,0.6451612903225807,0.0017921146953405018,62.0
516,pbcseq,1200,18,random_forest,1200.0,18.0,13.0,5.0,3.0,0.03314814814814815,1778.6333147435898,497.9083073838374,1.9517741333266985,12.418146667959965,0.1672785048760456,1.286276238797051,66.66666666666667,0.38461538461538464,7.274725274725275,0.1850925925925926,0.10897435897435898,140.8
524,pbc,418,19,logreg,418.0,19.0,13.0,6.0,3.0,0.13006799294887939,1801.4232995951413,568.5344807878369,1.7604647065040901,7.071984731486731,0.16634736024040972,1.24461843114254,22.0,0.46153846153846156,9.28,0.33996474439687735,0.0,2.1666666666666665
540,mu,284,10,random_forest,284.0,10.0,10.0,0.0,50.0,0.0,538.5440140845071,980.6944656834725,4.574286243009525,43.9674788846343,0.515016172814859,5.6171055541754935,28.4,0.0,1.8,0.4348591549295774,0.0,0.0
546,sensory,576,11,random_forest,576.0,11.0,11.0,0.0,11.0,0.0,2.1363636363636362,0.8928621401297118,0.0,-1.6134430995787878,0.0444984284700758,2.760701027165482,52.36363636363637,0.0,70.0,0.005681818181818182,0.0,0.0
553,kidney,76,6,random_forest,76.0,6.0,4.0,2.0,20.0,0.0,41.39802631578947,39.28030776409345,1.0055169758699738,0.5085783580858205,0.17039235295992913,4.1158340921343655,12.666666666666666,0.5,4.0,0.29824561403508776,0.05921052631578947,3.0
679,rmftsasleepdata,1024,2,random_forest,1024.0,2.0,2.0,0.0,4.0,0.0,85.6291748046875,7.6422800732355265,0.4259016357376933,-0.5720501224590168,0.45510354548934256,1.8493804069073088,512.0,0.0,4.297872340425532,0.0439453125,0.0,0.0
682,sleuthex,87,10,logreg,87.0,10.0,10.0,0.0,2.0,0.0,47.06949540229885,1.0302941766696156,0.4531550799166955,0.12634694132330268,0.4024604901460134,0.9784493292657336,8.7,0.0,1.4166666666666667,0.435632183908046,0.0,0.0
683,sleuthex,60,7,random_forest,60.0,7.0,7.0,0.0,2.0,0.0,65.87499999999999,15.791524932653683,0.6845424929476523,0.5229327867419452,0.6086393932843002,0.9999999999971146,8.571428571428571,0.0,1.0,0.8952380952380954,0.0,0.0
685,visualizinglivestock,130,2,random_forest,130.0,2.0,1.0,1.0,5.0,0.0,18212792.307692308,45105899.03061052,5.4990051309104615,37.68961214596473,0.0,2.321928094880149,65.0,1.0,1.0,0.5961538461538461,0.0,26.0
692,rabe,50,5,random_forest,50.0,5.0,5.0,0.0,4.0,0.0,1193.9519999999998,177.0972170079438,0.5917021345853306,0.8057888033772189,0.3237902858880156,1.9707643626195763,10.0,0.0,1.7777777777777777,0.9119999999999999,0.0,0.0
694,diggletablea,310,8,random_forest,310.0,8.0,8.0,0.0,9.0,0.0,144.80141233870967,40.984187821722,0.28083632649964585,-0.776846535221969,0.7097794528194125,3.120903063715367,38.75,0.0,2.2777777777777777,0.5657258064516129,0.0,0.0
700,chscasewhale,223,9,logreg,223.0,9.0,9.0,0.0,2.0,0.0,83.70303936223219,48.30159540730646,0.40221134221575083,0.2548264148463597,0.27991766509659605,0.9999854943778974,24.77777777777778,0.0,1.009009009009009,0.4449427005480817,0.06726457399103139,0.0
703,chscasefoot,526,5,logreg,526.0,5.0,4.0,1.0,3.0,0.0,2.48574144486692,1.8167833562349514,0.8492710257700485,0.39727346806379094,0.06781928770604516,1.5846116401655375,105.2,0.25,1.0529411764705883,0.12319391634980989,0.2956273764258555,297.0
710,rabe,66,5,logreg,66.0,5.0,5.0,0.0,2.0,0.0,37.721030303030304,68.41311524942834,2.4918882719022006,9.340150422595915,0.3719774018107257,0.9999999999971146,13.2,0.0,1.0,0.8515151515151516,0.0,0.0
713,vineyard,52,3,knn,52.0,3.0,3.0,0.0,2.0,0.0,13.144230769230768,6.477173730178362,0.3101519704143998,-0.4557704140951488,0.5982430717469569,0.9957274520820403,17.333333333333332,0.0,1.1666666666666667,0.5256410256410257,0.01282051282051282,0.0
714,fruitfly,125,4,knn,125.0,4.0,4.0,0.0,2.0,0.0,16.01524,6.177514382361091,0.6211287358619866,-0.6068846935401535,0.3075154080524833,0.9660780975923402,31.25,0.0,1.5510204081632653,0.132,0.15,0.0
716,fric,100,50,random_forest,100.0,50.0,50.0,0.0,2.0,0.0,2.5200000000973748e-08,1.0000000246158738,0.162471132362792,-1.0717704772386716,0.08265480653697517,0.9580420222234143,2.0,0.0,1.631578947368421,1.0,0.0,0.0
717,rmftsaladata,508,10,logreg,508.0,10.0,10.0,0.0,2.0,0.0,48.00183464566929,7.477723551037153,0.9304857011333427,1.7234641598935436,0.3876564358386097,0.9885202681701802,50.8,0.0,1.2882882882882882,0.8482283464566928,0.0,0.0
719,veteran,137,7,knn,137.0,7.0,7.0,0.0,2.0,0.0,19.047966631908235,6.796178095363888,1.4164388071006808,4.21342957403671,0.08778754405265352,0.897588750768677,19.571428571428573,0.0,2.186046511627907,0.09384775808133472,0.1105318039624609,0.0
720,abalone,1200,8,knn,1200.0,8.0,7.0,1.0,2.0,0.0,0.38161654761904756,0.1780511847545337,1.5025088257125627,20.005740760130987,0.8594005227705074,0.9999919850098227,150.0,0.14285714285714285,1.0066889632107023,0.3357291666666667,0.00011904761904761905,3.0
721,pwLinear,200,10,logreg,200.0,10.0,10.0,0.0,2.0,0.0,0.06200000000000001,0.8392019430203985,0.11676006379403943,-1.5528290300280934,0.059004340639389294,0.9993506898117249,20.0,0.0,1.0618556701030928,0.014500000000000002,0.291,0.0
724,analcatdatavineyard,468,3,knn,468.0,3.0,3.0,0.0,2.0,0.0,673.5,7.118268155534701,0.0,-1.2152089175507046,0.33240714834419777,0.9910760598353369,156.0,0.0,1.25,0.0527065527065527,0.0,0.0
726,fric,100,5,random_forest,100.0,5.0,5.0,0.0,2.0,0.0,2.600000000430036e-08,1.0000000267531333,0.24926777170776301,-0.6169889866416577,0.31284469272960375,0.9709505944517833,20.0,0.0,1.5,1.0,0.0,0.0
728,analcatdatasupreme,1200,7,random_forest,1200.0,7.0,7.0,0.0,2.0,0.0,281.91797619047617,1.774181364267617,2.6635045249933404,13.263028582820104,0.061839731605810154,0.7950402793816368,171.42857142857142,0.0,3.1666666666666665,0.0064285714285714285,0.685952380952381,0.0
729,visualizingslope,44,3,random_forest,44.0,3.0,3.0,0.0,2.0,0.0,35.01577677272727,10.866984225137005,0.32141929997898805,-0.9786141219935091,0.4446574990192877,0.9624127354601069,14.666666666666666,0.0,1.588235294117647,0.75,0.0,0.0
730,fric,250,5,random_forest,250.0,5.0,5.0,0.0,2.0,0.0,1.6000000006144434e-08,1.0000000256382395,0.1070453805075876,-1.052861289679703,0.1491127343519371,0.9983373765189967,50.0,0.0,1.1008403361344539,1.0,0.0,0.0
731,baskball,96,4,random_forest,96.0,4.0,4.0,0.0,2.0,0.0,60.930061718750004,4.741660677167034,0.5086148842903908,0.273686877625049,0.15973795854584413,0.9996868924839568,24.0,0.0,1.0425531914893618,0.5677083333333334,0.0,0.0
732,fric,250,50,logreg,250.0,50.0,50.0,0.0,2.0,0.0,1.7519999997706037e-08,1.0000000307277817,0.07447911859319062,-1.1797956940005472,0.05000346897303423,0.9970433402075355,5.0,0.0,1.1367521367521367,1.0,0.0,0.0
733,machinecpu,209,6,random_forest,209.0,6.0,6.0,0.0,2.0,0.0,2486.0215311004786,2656.502062487842,3.108127444700647,13.202312837755352,0.4605266369119508,0.8384968566368416,34.833333333333336,0.0,2.732142857142857,0.14035087719298248,0.06299840510366826,0.0
736,visualizingenvironmental,111,3,knn,111.0,3.0,3.0,0.0,2.0,0.0,101.56456456456458,44.6527466229285,0.6621302471031225,-0.0809847142109031,0.4469902487889186,0.9985358500476825,37.0,0.0,1.0943396226415094,0.5945945945945946,0.0,0.0
737,spacega,1200,6,random_forest,1200.0,6.0,6.0,0.0,2.0,0.0,15247701.584585117,1896838.420974429,0.5432039338682922,0.6220488997185044,0.5789217263150381,0.9999499058395032,200.0,0.0,1.0168067226890756,0.9869444444444445,0.0,0.0
738,pharynx,195,11,random_forest,195.0,11.0,11.0,0.0,2.0,0.0009324009324009324,1708.629836829837,973.6328203537255,0.5629419385122522,-0.4725871736354366,0.07692558417677703,0.9576790277632986,17.727272727272727,0.0,1.635135135135135,0.1226107226107226,0.043356643356643354,0.0
739,sleep,62,7,logreg,62.0,7.0,7.0,0.0,2.0,0.018433179723502304,92.52326958525346,284.9104802000105,2.4040265351286756,11.157337040348024,0.42567926018446184,0.9969954265528842,8.857142857142858,0.0,1.1379310344827587,0.5299539170506912,0.0,0.0
740,fric,1000,10,random_forest,1000.0,10.0,10.0,0.0,2.0,0.0,9.399999998116471e-09,1.0000000270555163,0.24039305583522216,-0.7027704484613608,0.1353916382460179,0.9895875212191703,100.0,0.0,1.2727272727272727,0.9999,0.0,0.0
741,rmftsasleepdata,1024,2,knn,1024.0,2.0,2.0,0.0,2.0,0.0,68.265625,8.200954964073823,0.39059152564973904,-0.8942639122921965,0.2072785659839833,0.999975234353679,512.0,0.0,1.0117878192534382,0.03955078125,0.0,0.0
743,fric,1000,5,random_forest,1000.0,5.0,5.0,0.0,2.0,0.0,5.60000000024985e-09,1.0000000268959368,0.02082335448864164,-1.092704174444097,0.1605395094389984,0.9946583178198954,200.0,0.0,1.188183807439825,1.0,0.0,0.0
744,fric,250,5,random_forest,250.0,5.0,5.0,0.0,2.0,0.0,1.5199999996262646e-08,1.0000000201221162,0.41981241321651197,-0.23052779806380636,0.5393395522248036,0.9881489563035424,50.0,0.0,1.2935779816513762,1.0,0.0,0.0
745,autoprice,159,15,logreg,159.0,15.0,15.0,0.0,2.0,0.0,558.4927966457022,72.24234630986751,0.7685583538023045,0.954092115771202,0.38066193795976494,0.9244571409936073,10.6,0.0,1.9444444444444444,0.2545073375262055,0.02012578616352201,0.0
746,fric,250,25,random_forest,250.0,25.0,25.0,0.0,2.0,0.0,1.4719999998362709e-08,1.0000000277097199,0.07980636165681912,-1.1972210126505904,0.05502571463221282,0.9849900098422721,10.0,0.0,1.3364485981308412,1.0,0.0,0.0
747,servo,167,4,logreg,167.0,4.0,2.0,2.0,2.0,0.0,3.3473053892215567,1.193809866680148,0.5360733902840227,-0.8717115215746811,0.8122683058183872,0.7737069184564601,41.75,1.0,3.3947368421052633,0.02844311377245509,0.0,5.0
748,analcatdatawildcat,163,5,knn,163.0,5.0,5.0,0.0,2.0,0.0,49.46431419631902,47.07447119771584,1.0581679693074513,1.484699673725784,0.4793982892185472,0.8665718875800492,32.6,0.0,2.4680851063829787,0.39018404907975457,0.24171779141104294,0.0
749,fric,500,5,random_forest,500.0,5.0,5.0,0.0,2.0,0.0,1.640000000229236e-08,1.000000031962736,0.4328522921407208,-0.2559117473894589,0.5546863941923108,0.9980485963136758,100.0,0.0,1.109704641350211,1.0,0.0,0.0
750,pm,500,7,random_forest,500.0,7.0,7.0,0.0,2.0,0.0,23.996290077142856,14.797872510974216,0.41287296615988817,0.4989987534076408,0.17900503869280554,0.9998153271520354,71.42857142857143,0.0,1.032520325203252,0.3742857142857143,0.012285714285714285,0.0
751,fric,1000,10,random_forest,1000.0,10.0,10.0,0.0,2.0,0.0,5.800000000544259e-09,1.0000000291214368,0.31904079621321113,-0.5859464306558405,0.1680642074499872,0.9895875212191703,100.0,0.0,1.2727272727272727,0.9998000000000001,0.0,0.0
753,wisconsin,194,32,knn,194.0,32.0,32.0,0.0,2.0,0.0,87.54843573083119,33.35988964093622,1.1475216098910166,2.8334535436206307,0.2977461950618499,0.9962401135432923,6.0625,0.0,1.1555555555555554,0.9041559278350516,0.01401417525773196,0.0
754,fric,100,5,random_forest,100.0,5.0,5.0,0.0,2.0,0.0,4.400000000370774e-08,1.0000000270334104,0.14230473120610138,-1.0663402020227182,0.04272493161240759,0.9953784388173404,20.0,0.0,1.173913043478261,1.0,0.0,0.0
755,sleuthex,62,5,random_forest,62.0,5.0,5.0,0.0,2.0,0.0,88.09354838709677,11.714103029452026,0.2449750906446159,0.10954982253656764,0.2509497510824049,0.9999999999971146,12.4,0.0,1.0,0.5,0.0,0.0
756,autoPrice,159,15,logreg,159.0,15.0,15.0,0.0,2.0,0.0,558.4927966457022,72.24234630986751,0.7685583538023045,0.954092115771202,0.38066193795976494,0.9244571409936073,10.6,0.0,1.9444444444444444,0.2545073375262055,0.02012578616352201,0.0
757,meta,528,21,random_forest,528.0,21.0,19.0,2.0,2.0,0.045454545454545456,812.1091692105264,1053.1434470452962,1.947790394716928,4.08249938853533,0.25935978166199486,0.4761588445551853,25.142857142857142,0.10526315789473684,8.777777777777779,0.033820346320346306,0.08373205741626795,23.0
758,analcatdataelection,67,15,random_forest,67.0,15.0,14.0,1.0,2.0,0.0,18328.496801705754,27710.016479462287,3.9518762886220946,21.92764998045223,0.561137493696029,0.8395304981025464,4.466666666666667,0.07142857142857142,2.7222222222222223,0.8049751243781096,0.039445628997867806,67.0
759,analcatdataolympic,66,12,random_forest,66.0,12.0,11.0,1.0,2.0,0.0,45455.770483672175,122247.86895090896,2.351391190003756,8.765470794703955,0.6193606677602911,0.9999999999971146,5.5,0.09090909090909091,1.0,0.6527777777777778,0.06887052341597796,66.0
762,fric,100,10,random_forest,100.0,10.0,10.0,0.0,2.0,0.0,2.6000000002496247e-08,1.0000000221508747,0.22204143498784212,-0.9300301167195869,0.1376720270453443,0.9927744539849228,10.0,0.0,1.2222222222222223,1.0,0.0,0.0
763,fric,250,10,random_forest,250.0,10.0,10.0,0.0,2.0,0.0,1.9199999998598117e-08,1.0000000284482324,0.07495934187844364,-1.1516556466263697,0.05576883478273736,0.9999999999971146,25.0,0.0,1.0,1.0,0.0,0.0
764,analcatdataapnea,450,3,random_forest,450.0,3.0,1.0,2.0,2.0,0.0,9.5,5.193901683641292,0.0,-1.2075015806393206,0.0,0.5357150195378849,150.0,2.0,7.181818181818182,0.02074074074074074,0.0,5.0
765,analcatdataapnea,475,3,random_forest,475.0,3.0,1.0,2.0,2.0,0.0,10.0,5.483000195079379,0.0,-1.2067266277278104,0.0,0.5702873371245372,158.33333333333334,2.0,6.421875,0.020350877192982456,0.0,5.0
767,analcatdataapnea,475,3,random_forest,475.0,3.0,1.0,2.0,2.0,0.0,10.0,5.483000195079379,0.0,-1.2067266277278104,0.0,0.5530919600658317,158.33333333333334,2.0,6.786885245901639,0.020350877192982456,0.0,5.0
768,fric,100,25,random_forest,100.0,25.0,25.0,0.0,2.0,0.0,3.0000000001920155e-08,1.0000000315579507,0.1974118152182095,-1.0212450932651416,0.09263210751173005,0.9927744539849228,4.0,0.0,1.2222222222222223,1.0,0.0,0.0
769,fric,250,50,random_forest,250.0,50.0,50.0,0.0,2.0,0.0,1.7439999998138942e-08,1.0000000282255683,0.06643413191898873,-1.1861027816170522,0.05465064334796114,0.9933418121851683,5.0,0.0,1.2123893805309736,1.0,0.0,0.0
770,strikes,625,6,random_forest,625.0,6.0,6.0,0.0,2.0,0.0,388.3489706666667,99.45155210477374,1.5032303241854341,10.228113713097152,0.11712913484128545,0.9999538332633537,104.16666666666667,0.0,1.0161290322580645,0.22586666666666666,0.0128,0.0
771,analcatdatamichiganacc,108,4,knn,108.0,4.0,2.0,2.0,2.0,0.0,32.86203703703704,17.033955038073195,0.20388281589586152,-0.9833612557944187,0.28733681691153723,0.9910760598353369,27.0,1.0,1.25,0.3773148148148148,0.0,8.0
772,quake,1200,3,random_forest,1200.0,3.0,3.0,0.0,2.0,0.0,45.24201111111112,86.48313847930565,1.4199109778399024,3.3802616185070593,0.08699346984330918,0.9912540071674836,400.0,0.0,1.247191011235955,0.6783333333333333,0.020833333333333332,0.0
773,fric,250,25,random_forest,250.0,25.0,25.0,0.0,2.0,0.0,1.5839999999300855e-08,1.000000032246184,0.08957263410280478,-1.2197751171858788,0.05573575876087233,0.9999538332633537,10.0,0.0,1.0161290322580645,1.0,0.0,0.0
774,disclosurexbias,662,3,logreg,662.0,3.0,3.0,0.0,2.0,0.0,23.42897575981873,7.532171265912183,0.3552917972227629,0.014492413936118886,0.03492335294311757,0.9987091547215523,220.66666666666666,0.0,1.088328075709779,1.0,0.0,0.0
775,fric,100,25,random_forest,100.0,25.0,25.0,0.0,2.0,0.0,2.6799999997265124e-08,1.0000000310584394,0.10247622937456524,-1.128036253932866,0.08469526711033815,0.9858150371760346,4.0,0.0,1.3255813953488371,1.0,0.0,0.0
776,fric,250,5,knn,250.0,5.0,5.0,0.0,2.0,0.0,1.1199999995881173e-08,1.0000000303371173,0.06561807202243024,-1.1608269312277086,0.05066306385934949,0.9999999999971146,50.0,0.0,1.0,1.0,0.0,0.0
777,sleuthex,47,7,logreg,47.0,7.0,7.0,0.0,2.0,0.0,1552.9990881458966,407.4405164840837,0.7895765113352676,0.6533486027033771,0.44628464002447066,0.9839393951606903,6.714285714285714,0.0,1.35,0.9088145896656535,0.0,0.0
778,bodyfat,252,14,logreg,252.0,14.0,14.0,0.0,2.0,0.0,59.03975470521542,6.415272137352658,1.0602308347605367,6.781982775921295,0.5240776681119773,0.9998182469574577,18.0,0.0,1.032258064516129,0.4620181405895691,0.0,0.0
779,fric,500,25,random_forest,500.0,25.0,25.0,0.0,2.0,0.0,9.519999996570048e-09,1.0000000313988382,0.066715828100026,-1.1832711260636026,0.04021947770411149,0.9966619137291532,20.0,0.0,1.145922746781116,0.9998400000000001,0.0,0.0
780,rabe,51,6,logreg,51.0,6.0,6.0,0.0,2.0,0.0,657.2251633986928,103.74790758519104,1.073548394105344,3.1510971285314633,0.2417980490124111,0.9774178175252863,8.5,0.0,1.4285714285714286,0.7875816993464052,0.0,0.0
782,rabe,120,2,knn,120.0,2.0,2.0,0.0,2.0,0.0,16.25,24.54344424998079,0.0,-1.221220056682899,4.5863353594477245e-17,0.9981958790399248,60.0,0.0,1.105263157894737,0.09166666666666667,0.041666666666666664,0.0
783,fric,100,10,random_forest,100.0,10.0,10.0,0.0,2.0,0.0,2.399999999860847e-08,1.000000030150772,0.2449105963804623,-0.8822497584361694,0.18875601383031596,0.9709505944517833,10.0,0.0,1.5,1.0,0.0,0.0
784,newtonhema,140,3,random_forest,140.0,3.0,2.0,1.0,2.0,0.0,43.89107142857143,40.525130564587705,1.4937273857738957,3.0555162341145783,0.024758509185874026,0.9999999999971146,46.666666666666664,0.5,1.0,0.3428571428571428,0.017857142857142856,11.0
785,windcorrelations,45,46,logreg,45.0,46.0,46.0,0.0,2.0,0.0,4.464427053140096,0.20538629754854867,0.4061490390106825,1.1387495038522615,0.4653630066973596,0.9996437496749708,0.9782608695652174,0.0,1.0454545454545454,0.9705314009661834,0.000966183574879227,0.0
786,cleveland,303,13,logreg,303.0,13.0,13.0,0.0,2.0,0.0015232292460015233,45.82762122366083,8.399136797335606,0.7843862625348099,0.06396908682919651,0.15717778537597876,0.9950837594900879,23.307692307692307,0.0,1.1798561151079137,0.10078700177710079,0.25107895404925107,0.0
787,witmercensus,50,5,random_forest,50.0,5.0,4.0,1.0,2.0,0.0,2299.2974999999997,324.09587996883846,0.3576680833495374,1.5135788914315116,0.4159482464108873,0.9988455359923164,10.0,0.25,1.0833333333333333,0.86,0.0,50.0
788,triazines,186,60,random_forest,186.0,60.0,60.0,0.0,2.0,0.0,0.20417562724014335,0.1798473776310952,3.173326409831618,18.069175138495186,0.24191702090021333,0.9785423861901333,3.1,0.0,1.4155844155844155,0.01890681003584229,0.03333333333333333,0.0
789,fric,100,10,random_forest,100.0,10.0,10.0,0.0,2.0,0.0,2.500000000673491e-08,1.0000000348097224,0.1410358608061044,-1.1008949257992295,0.10047721050629398,0.9974015885648542,10.0,0.0,1.127659574468085,1.0,0.0,0.0
790,elusage,55,2,random_forest,55.0,2.0,2.0,0.0,2.0,0.0,30.227272727272727,9.562508319530101,0.08112087441288562,-1.289127723870009,0.2479392851775054,0.988283610989031,27.5,0.0,1.2916666666666667,0.44545454545454544,0.0,0.0
791,diabetesnumeric,43,2,random_forest,43.0,2.0,2.0,0.0,2.0,0.0,8.590697674418603,5.572809599157848,0.739655884010017,-0.05179484784197608,0.23256906897137533,0.9681647320730693,21.5,0.0,1.5294117647058822,0.8837209302325582,0.0,0.0
792,fric,500,5,knn,500.0,5.0,5.0,0.0,2.0,0.0,6.400000006578921e-09,1.000000020978999,0.16251171703943906,-0.9248116850021102,0.294667705116055,0.9732424074320284,100.0,0.0,1.4752475247524752,1.0,0.0,0.0
793,fric,250,10,random_forest,250.0,10.0,10.0,0.0,2.0,0.0,9.999999996068709e-09,1.0000000309097075,0.2757182233054938,-0.5417472769200913,0.1648979777987339,0.9953784388173404,25.0,0.0,1.173913043478261,1.0,0.0,0.0
794,fric,250,25,random_forest,250.0,25.0,25.0,0.0,2.0,0.0,1.519999999885613e-08,1.0000000290123645,0.11228536212279089,-1.1436070390307567,0.06114402183640915,0.9909324035654845,10.0,0.0,1.2522522522522523,1.0,0.0,0.0
795,disclosurextampered,662,3,logreg,662.0,3.0,3.0,0.0,2.0,0.0,23.480946991440078,8.961842839791538,0.23812355689344264,0.03950632964734524,0.009539840904514587,0.9998946537401434,220.66666666666666,0.0,1.0244648318042813,1.0,0.0,0.0
796,cpu,209,7,logreg,209.0,7.0,6.0,1.0,2.0,0.0,2486.0215311004786,2656.502062487842,3.108127444700647,13.202312837755352,0.4605266369119508,0.8169164036839289,29.857142857142858,0.16666666666666666,2.943396226415094,0.14080656185919344,0.06299840510366826,30.0
798,cholesterol,303,13,logreg,303.0,13.0,13.0,0.0,2.0,0.0015232292460015233,26.92333079461792,4.510799731591995,0.7784626051075991,-0.2922215496684045,0.19471202353291378,0.9933820990833274,23.307692307692307,0.0,1.2116788321167884,0.06346788525006347,0.2927138867732927,0.0
799,fric,1000,5,random_forest,1000.0,5.0,5.0,0.0,2.0,0.0,6.2000000030870696e-09,1.000000021238056,0.04289435206293417,-1.1862650794195522,0.02429586933025709,0.9999740313305654,200.0,0.0,1.012072434607646,0.9998000000000001,0.0,0.0
800,pyrim,74,27,logreg,74.0,27.0,27.0,0.0,2.0,0.0,0.24370120120120117,0.19020774089253098,1.9523979283349788,5.676906572284997,0.21261586649962502,0.9809470132722355,2.740740740740741,0.0,1.3870967741935485,0.05355355355355356,0.037037037037037035,0.0
801,chscasefunds,185,3,random_forest,185.0,3.0,2.0,1.0,2.0,0.0,7470.267567567568,1330.7324672188633,0.4143638419598815,-0.10239594763932569,0.008551575747012348,0.9974482234208334,61.666666666666664,0.5,1.1264367816091954,0.6648648648648648,0.0,185.0
802,pbcseq,1200,18,random_forest,1200.0,18.0,13.0,5.0,2.0,0.032731481481481486,1786.861344871795,495.6232865180297,2.1009898586392284,16.377927685447307,0.17896992487019864,0.9999999999971146,66.66666666666667,0.38461538461538464,1.0,0.18523148148148147,0.15173076923076922,143.8
804,hutsoflogis,70,7,logreg,70.0,7.0,7.0,0.0,2.0,0.0,8.051530612244898,4.235634269971035,0.13985728090178184,-1.2931777831606723,0.19305456649595065,0.9994110647358698,10.0,0.0,1.0588235294117647,0.37142857142857144,0.21224489795918366,0.0
808,fric,100,10,random_forest,100.0,10.0,10.0,0.0,2.0,0.0,1.999999999768853e-08,1.0000000212299438,0.13546571812653332,-1.204703039220626,0.07934822232885527,0.9927744539849228,10.0,0.0,1.2222222222222223,1.0,0.0,0.0
810,pbc,418,18,logreg,418.0,18.0,18.0,0.0,2.0,0.1646730462519936,156.23818980595425,131.2544471174814,1.9312747427867372,6.3350130681506,0.15839390373959852,0.992705027215313,23.22222222222222,0.0,1.2234042553191489,0.25066454013822437,0.2021531100478469,0.0
811,rmftsactoarrivals,264,2,random_forest,264.0,2.0,1.0,1.0,2.0,0.0,1989.5,6.356338712269435,0.0,-1.205029255637539,0.0,0.9598409038343677,132.0,1.0,1.613861386138614,0.06439393939393939,0.0,12.0
812,fric,100,25,logreg,100.0,25.0,25.0,0.0,2.0,0.0,2.799999999309813e-08,1.0000000236735125,0.1187891040752625,-1.1183818684864166,0.08325936643624132,0.9974015885648542,4.0,0.0,1.127659574468085,1.0,0.0,0.0
813,fric,1000,5,random_forest,1000.0,5.0,5.0,0.0,2.0,0.0,4.0000000015361086e-09,1.0000000300225593,0.4126707230533556,-0.3953474495735274,0.5402324905851008,0.988517390386271,200.0,0.0,1.2883295194508009,1.0,0.0,0.0
814,chscasevine,468,2,knn,468.0,2.0,2.0,0.0,2.0,0.0,1006.75,8.804571582474022,0.0,-1.2155991532423889,1.0056563750845973e-14,0.9936144281971896,234.0,0.0,1.2075471698113207,0.06517094017094016,0.0,0.0
815,chscasevine,52,9,knn,52.0,9.0,9.0,0.0,2.0,0.0,10.034722222222221,4.572811302599425,0.3535290807388829,-0.3777688299576689,0.3410900855514781,0.9957274520820403,5.777777777777778,0.0,1.1666666666666667,0.41452991452991456,0.00641025641025641,0.0
817,diggletablea,48,4,logreg,48.0,4.0,4.0,0.0,2.0,0.0,8.620833333333334,4.047499213033217,0.28407432119144005,-0.37965171509229634,0.13797927189650566,0.9987472979332831,12.0,0.0,1.0869565217391304,0.59375,0.020833333333333332,0.0
818,diggletablea,310,8,logreg,310.0,8.0,8.0,0.0,2.0,0.0,154.77331786290324,41.2680604901503,0.2139685591027942,-0.9286252361324246,0.7236736716369047,0.9969954265528842,38.75,0.0,1.1379310344827587,0.46854838709677415,0.0,0.0
820,chatfield,235,12,logreg,235.0,12.0,12.0,0.0,2.0,0.0,202.473085106383,45.410321076753256,0.9872729349034096,0.7219777292935535,0.7487009972293168,0.9684069022952557,19.583333333333332,0.0,1.5268817204301075,0.8882978723404257,0.021631205673758865,0.0
824,fric,500,10,random_forest,500.0,10.0,10.0,0.0,2.0,0.0,1.1000000000560561e-08,1.0000000281679293,0.042384455192259765,-1.148798100379874,0.06407102508902927,0.9933418121851683,50.0,0.0,1.2123893805309736,1.0,0.0,0.0
825,bostoncorrected,506,20,knn,506.0,20.0,19.0,1.0,2.0,0.0,213.5805446973164,100.69232498365156,1.1708926242441569,2.9661072193856923,0.34115420567155486,0.9898335738936961,25.3,0.05263157894736842,1.2690582959641257,0.4728260869565218,0.08778864156438528,92.0
826,sensory,576,11,random_forest,576.0,11.0,11.0,0.0,2.0,0.0,2.1363636363636362,0.8928621401297118,0.0,-1.6134430995787878,0.0444984284700758,0.9790170528878903,52.36363636363637,0.0,1.4100418410041842,0.005681818181818182,0.0,0.0
